100
39 67
18 34 25
16 29 25
18 22 25
32 9 21
50 107
27 31 10
19 39 1
20 31 49
15 9 10
36 19 19
36 20 10
1 13 10
46 29 10
25 14 10
10 8 10
32 24 49
15 5 10
47 31 49
5 36 19
7 26 10
41 35 19
8 49 10
15 17 10
26 37 10
6 8 10
13 1 10
42 33 1
22 38 10
28 50 1
33 25 10
44 20 10
44 47 10
7 31 10
1 4 10
29 25 47
14 36 10
3 43 1
4 2 10
31 29 49
37 24 47
9 42 1
30 47 10
15 34 10
9 33 1
38 42 1
29 9 10
11 10 10
6 12 4
19 38 1
3 22 10
36 13 10
35 11 1
44 50 11
32 10 10
24 11 10
17 28 17
49 9 10
9 5 1
46 13 10
40 15 10
39 47 10
15 2 10
38 27 1
31 9 10
29 32 49
8 37 10
11 6 10
10 23 10
7 47 10
40 26 1
14 18 10
13 28 10
49 1 10
30 48 10
20 17 10
5 34 19
49 41 10
37 13 10
30 35 19
49 32 49
8 35 10
8 7 10
16 33 10
31 22 49
47 43 10
40 48 10
4 42 10
32 30 10
9 20 10
25 23 10
28 10 10
32 42 10
3 24 10
25 50 10
27 40 1
23 47 10
27 38 1
48 10 10
42 5 19
35 44 1
36 2 19
26 48 10
31 49 49
22 12 22
34 29 10
28 15 10
5 24 10
50 6 10
30 15 10
35 4 10
34 26 1
8 18 10
20 86
19 12 9
19 7 5
10 4 15
15 2 17
12 14 9
18 6 9
4 20 9
2 4 17
17 11 9
2 20 9
1 16 5
9 3 9
3 15 15
3 17 17
2 11 9
5 3 9
14 11 11
11 6 9
20 16 14
18 2 9
14 12 9
4 20 9
18 11 9
16 20 14
18 1 9
12 7 9
10 18 9
5 19 5
14 10 9
14 2 9
11 4 9
16 19 5
12 20 9
14 1 5
1 11 5
15 3 15
7 4 9
19 15 9
20 1 5
13 14 9
11 7 5
1 13 9
2 13 17
20 17 9
12 9 9
20 11 11
11 5 5
3 13 15
5 15 9
12 15 15
20 1 5
11 9 9
15 13 15
8 15 15
4 10 15
1 12 9
1 12 9
2 9 9
9 3 9
9 12 9
2 16 9
12 2 17
10 6 9
3 15 15
17 18 9
16 2 9
18 11 9
9 5 9
19 14 5
3 8 15
3 6 9
10 19 9
15 12 15
4 3 4
15 4 15
4 5 9
4 18 9
5 14 5
16 18 9
5 9 9
3 15 15
17 5 9
14 1 5
20 19 5
13 9 9
10 7 9
20 30
8 6 8
14 5 4
18 15 4
7 6 8
12 16 4
9 15 4
18 2 4
8 13 8
14 17 4
2 8 8
2 20 17
12 10 4
1 3 4
5 3 4
5 2 4
19 16 4
7 9 4
3 10 3
5 11 5
13 6 6
6 9 4
18 20 4
5 18 4
8 14 4
6 9 4
16 3 3
15 20 8
10 18 18
16 9 4
11 18 4
11 78
1 2 8
5 7 8
2 6 2
3 9 8
3 9 8
5 7 8
3 7 8
10 9 9
7 5 8
8 7 8
5 9 8
9 6 6
11 9 8
11 2 8
9 6 6
7 4 8
5 6 8
1 2 8
2 10 2
3 1 8
11 3 4
6 9 6
3 5 8
10 6 6
7 1 8
11 1 8
8 10 8
7 10 6
4 5 8
9 11 8
1 4 8
9 7 6
1 2 8
11 8 8
4 10 8
1 10 8
1 8 8
10 7 6
5 1 1
5 7 8
9 1 8
6 8 8
5 10 8
11 1 8
7 11 8
2 3 8
2 4 8
8 1 8
10 9 9
6 10 6
2 6 2
6 8 8
9 11 8
1 5 1
2 9 2
8 3 8
6 1 8
11 5 8
8 7 8
6 7 6
7 9 6
2 7 2
10 9 9
3 7 8
5 10 8
7 3 8
7 4 8
1 2 8
7 10 6
1 4 1
7 8 8
4 10 8
2 5 8
4 2 8
4 3 4
11 10 8
8 5 8
7 6 6
22 96
4 7 20
5 2 21
16 15 20
13 8 14
21 10 20
9 6 14
10 1 1
11 13 14
7 5 12
18 13 20
9 12 20
18 6 20
19 4 14
14 5 20
2 17 20
10 20 20
11 13 14
5 2 21
20 1 20
2 12 21
20 14 20
22 5 20
14 3 14
15 3 20
4 3 14
15 20 20
11 5 20
4 15 7
9 15 20
18 9 12
15 1 20
16 12 20
12 15 21
11 4 14
21 13 20
5 9 20
1 4 14
2 3 20
17 22 22
12 15 21
3 17 14
19 3 1
3 2 20
14 12 20
19 4 14
12 13 20
21 1 20
3 18 20
3 15 20
15 10 20
16 11 14
4 8 14
10 8 14
14 5 20
10 9 14
4 1 14
9 2 18
7 12 12
18 10 20
16 13 14
18 16 20
15 22 20
11 3 11
21 12 21
21 16 20
19 15 20
11 19 1
2 20 20
6 12 20
19 1 1
17 8 14
2 8 20
11 6 1
21 20 20
14 12 20
13 5 20
9 11 14
18 8 20
20 11 9
3 22 14
22 10 14
20 21 20
16 14 14
2 19 20
14 8 14
13 10 14
18 7 21
20 7 20
15 13 20
13 21 20
11 14 14
20 5 20
16 7 20
18 11 20
1 3 1
15 18 15
53 88
8 3 19
52 26 19
9 17 19
10 15 19
2 38 19
45 9 19
23 1 47
3 45 37
27 44 27
3 29 27
41 10 34
51 11 27
25 32 19
42 49 27
44 8 19
37 44 37
32 6 6
52 23 19
15 45 19
40 51 19
45 43 43
27 45 27
18 52 19
1 22 19
40 32 19
49 26 19
22 15 22
50 39 39
29 15 19
20 28 19
29 51 27
42 21 19
9 39 34
17 30 27
20 40 48
18 38 19
39 22 19
28 19 19
26 31 19
7 5 47
29 18 19
34 16 34
41 21 19
2 38 19
5 49 19
34 50 34
10 39 34
22 2 19
52 51 52
9 36 19
38 5 19
51 4 37
39 7 34
21 44 19
21 50 19
38 44 32
36 20 19
9 39 34
46 39 19
26 2 2
51 44 37
31 35 34
41 23 41
53 27 27
3 10 19
47 4 19
9 48 48
19 28 19
2 6 19
2 47 19
48 13 34
14 30 19
31 32 19
14 29 19
51 18 19
38 39 19
2 53 19
6 13 19
48 3 19
7 34 34
26 7 19
18 38 19
11 2 19
43 27 27
49 52 27
39 1 34
15 26 19
39 40 34
27 79
17 27 26
24 12 27
11 27 27
14 12 26
24 25 26
24 21 10
20 18 27
22 21 26
27 10 26
9 8 27
24 5 26
17 24 26
12 4 26
26 18 26
21 3 26
16 13 13
9 19 27
27 16 27
17 1 26
12 13 7
15 10 26
9 12 27
1 14 26
27 10 26
24 25 26
7 19 8
15 2 27
9 8 27
9 5 26
17 3 17
26 7 1
26 23 26
14 9 26
7 14 26
19 25 26
18 7 27
26 6 26
27 15 27
22 23 26
26 21 11
6 17 26
6 7 6
15 14 26
23 25 26
2 1 27
27 24 27
5 8 26
16 15 27
18 13 27
14 23 26
10 3 17
23 16 13
19 27 27
24 11 27
11 1 27
20 15 27
9 12 27
7 9 27
23 15 27
19 15 27
24 8 27
22 27 26
27 13 27
3 11 26
20 2 27
21 24 27
24 17 26
21 5 26
14 12 26
25 10 17
16 19 27
3 10 17
3 20 26
12 13 7
8 9 27
12 22 26
25 20 26
13 2 10
8 15 27
44 104
12 43 39
2 24 8
32 12 39
16 10 39
24 14 8
32 11 15
1 32 39
37 9 39
6 20 39
4 35 28
36 28 39
36 27 27
13 19 8
31 8 8
16 11 8
9 26 18
13 30 39
22 13 39
4 17 18
33 42 5
18 10 39
14 24 8
40 1 1
2 12 8
8 15 8
32 5 39
43 20 39
41 43 10
22 23 39
4 20 8
8 16 8
10 7 39
6 17 39
14 43 39
25 38 39
34 40 8
22 37 39
18 22 39
11 24 8
3 35 39
37 41 39
25 9 39
32 37 39
4 31 28
5 27 39
7 16 8
27 18 9
3 28 39
14 33 34
3 24 39
10 30 29
24 6 39
44 21 39
32 10 29
19 44 8
23 15 15
32 36 29
39 30 39
13 14 8
24 26 8
24 2 8
44 15 8
36 34 39
44 1 28
22 5 39
5 31 9
9 10 39
18 43 29
23 26 8
41 3 29
36 33 39
34 26 8
31 5 28
8 30 39
14 36 39
28 22 39
6 27 27
26 12 18
33 9 8
34 1 8
26 38 18
40 13 8
1 34 8
4 13 8
16 1 8
39 9 39
42 9 39
44 28 28
19 5 8
4 10 39
43 44 39
13 5 12
31 19 8
2 44 8
17 33 8
33 29 39
23 9 8
41 17 39
41 21 41
19 37 39
20 39 39
39 34 39
8 14 8
31 5 28
57 12
57 41 37
25 31 37
29 24 37
5 6 37
51 22 37
47 5 37
41 27 37
20 26 37
26 3 37
57 40 57
30 13 55
20 49 6
51 12
40 46 49
22 23 49
20 18 2
51 11 2
32 49 2
3 31 31
40 41 16
6 49 2
44 40 2
21 30 2
8 48 2
51 9 18
18 106
2 10 2
2 5 2
13 4 4
11 1 15
15 1 15
7 15 15
10 18 15
7 15 15
17 5 15
18 13 6
10 9 15
12 2 2
18 5 5
11 3 15
4 14 15
4 10 15
16 13 6
5 18 5
9 13 6
15 2 2
18 3 5
1 11 15
17 14 15
7 10 15
11 18 15
3 14 15
15 7 15
17 12 15
2 15 2
16 3 6
7 5 7
14 5 15
16 18 6
18 4 6
18 9 6
2 4 2
16 13 6
16 13 6
18 13 6
10 3 15
8 3 7
15 5 15
18 12 6
9 11 15
14 11 15
7 11 15
6 9 6
2 11 2
5 16 6
6 10 15
14 12 15
5 11 15
3 11 15
15 9 15
6 10 15
1 8 15
10 16 15
10 2 2
13 15 15
7 13 7
3 1 15
8 5 7
1 14 14
6 8 7
18 1 15
9 2 2
17 6 15
5 6 6
11 12 15
2 15 2
8 4 7
7 17 15
12 3 6
7 5 7
12 1 15
5 16 6
5 7 7
3 13 6
14 15 15
5 13 6
11 6 15
5 16 6
5 4 6
9 16 12
13 7 7
2 18 2
6 3 6
5 14 15
15 12 15
7 16 7
14 1 14
8 7 7
1 13 15
1 2 2
13 8 7
11 7 15
16 14 15
14 11 15
18 6 6
4 15 15
18 1 15
3 18 5
11 17 10
18 13 6
7 17 15
2 7 2
8 42
8 1 1
6 7 1
5 2 5
1 3 1
3 6 1
5 4 1
5 7 5
5 8 1
2 4 1
6 7 1
6 3 1
4 6 6
1 8 1
4 1 1
5 8 1
1 6 1
5 1 1
7 6 1
5 2 5
1 5 1
5 3 5
7 1 1
1 3 1
7 2 2
2 5 5
6 2 1
1 5 1
6 5 1
6 7 1
4 1 1
5 2 5
7 2 2
3 4 1
6 3 1
3 7 2
4 1 1
2 3 2
7 6 1
4 1 1
2 6 1
7 8 1
4 6 6
41 74
8 32 41
38 13 41
35 27 13
8 17 13
28 7 41
3 16 41
4 3 41
35 30 30
27 12 41
10 14 40
37 10 41
25 28 41
35 24 41
7 8 13
23 25 13
8 21 13
4 22 41
18 24 41
36 8 41
11 32 41
10 11 41
35 18 41
30 16 13
22 39 41
13 23 13
11 36 41
12 34 41
1 33 39
18 1 40
16 27 13
11 27 41
13 33 41
26 36 41
11 37 34
26 25 41
18 26 40
15 9 41
21 26 41
5 2 39
10 18 40
35 8 13
29 2 29
39 33 39
18 19 41
40 2 40
39 21 41
8 20 41
33 21 41
37 12 41
9 4 9
1 29 39
4 26 40
15 23 41
39 28 39
36 39 41
13 17 13
19 15 41
15 32 41
9 5 9
21 41 41
26 1 40
29 26 40
17 1 41
7 32 41
37 7 41
37 41 41
16 21 13
34 12 41
29 24 41
9 23 41
23 37 41
12 27 41
19 26 41
7 2 41
4 2
2 1 2
1 4 3
20 102
13 2 2
1 17 5
8 9 5
17 1 5
1 3 12
1 18 18
17 15 5
14 12 5
17 1 5
20 19 5
11 15 5
3 7 7
12 5 5
13 1 12
15 12 12
18 11 5
8 18 18
16 13 5
11 10 5
19 6 5
16 14 19
12 3 12
9 19 19
6 19 5
5 7 5
1 20 12
13 3 2
8 3 12
11 1 5
20 15 12
3 1 12
4 13 5
18 6 18
1 16 5
11 10 5
10 5 5
19 1 5
11 18 5
1 19 5
4 3 5
15 20 12
18 5 5
19 1 5
3 10 12
16 1 5
4 11 19
8 20 12
6 12 12
13 15 12
20 15 12
6 9 5
5 13 5
4 19 19
19 6 5
11 16 17
20 1 12
9 17 17
2 17 5
7 14 5
12 16 5
9 10 5
9 16 17
16 19 19
14 4 4
10 11 5
12 7 12
20 7 2
16 7 5
15 6 12
1 9 5
17 20 5
11 10 5
10 16 5
1 18 18
15 7 12
1 17 5
16 13 5
12 17 5
11 2 5
16 10 5
3 8 12
5 13 5
2 19 5
17 20 5
1 10 10
15 19 5
19 7 5
12 7 12
6 7 7
3 17 5
3 16 5
17 14 19
15 5 5
5 14 5
1 19 5
13 2 2
8 15 10
10 6 12
1 3 12
2 5 5
20 16 5
20 18 18
47 20
25 12 12
41 45 2
17 2 2
24 23 2
34 40 44
29 32 47
35 45 2
22 23 2
10 32 2
29 27 2
43 46 2
36 43 2
15 10 2
34 15 47
19 15 2
26 13 2
5 46 2
4 19 2
11 47 2
1 5 2
60 120
12 15 3
4 26 58
17 24 3
56 40 12
47 22 3
60 57 3
23 45 3
60 4 58
37 28 52
60 52 52
47 5 3
44 10 52
45 22 3
18 21 3
46 18 3
49 40 52
43 19 19
3 14 3
34 56 48
59 8 48
9 17 3
11 39 3
10 12 3
39 6 3
50 24 58
18 54 3
39 54 3
13 5 5
12 37 3
48 32 3
58 60 58
54 51 58
13 5 5
54 36 48
48 20 48
15 29 52
12 46 3
44 48 48
6 52 52
16 6 52
7 11 3
43 10 48
14 55 14
11 36 3
7 8 48
32 23 3
45 36 3
57 55 3
56 44 48
21 16 58
57 32 3
37 23 52
40 27 3
28 20 52
55 29 3
33 52 52
28 24 58
25 38 48
2 45 3
14 55 14
52 42 52
12 3 3
4 22 3
3 47 3
16 25 48
14 22 9
39 9 30
35 17 3
20 9 3
30 11 3
51 23 51
7 60 58
37 35 29
31 39 3
42 17 3
32 25 3
46 58 3
22 54 3
25 3 3
8 17 3
9 3 3
40 32 3
7 59 58
30 20 52
40 50 52
28 35 52
2 25 48
38 47 3
60 49 58
35 41 29
31 48 48
6 12 3
54 40 52
41 33 52
59 28 58
33 47 3
15 13 52
43 14 3
58 34 58
20 37 52
56 33 48
30 37 52
20 48 48
60 34 58
24 13 52
25 34 48
38 59 48
41 11 3
40 22 3
50 47 3
57 43 39
43 16 48
34 60 58
19 56 19
50 31 52
21 57 3
33 57 3
11 58 3
6 31 29
11 32 3
12 9
1 5 7
11 2 6
9 4 12
8 12 6
10 1 7
4 3 12
3 10 6
8 11 8
2 5 10
56 84
8 40 6
7 51 6
36 27 6
38 17 55
3 19 6
35 52 6
25 53 12
14 41 6
49 39 49
39 56 39
3 1 3
50 26 6
29 44 6
4 26 6
52 6 6
37 29 54
18 52 22
5 25 6
54 31 6
40 17 6
49 15 6
36 22 6
45 2 6
8 15 6
14 13 6
21 18 22
42 49 6
6 32 6
18 31 6
33 12 6
9 12 6
28 44 6
9 21 6
43 22 6
33 35 44
8 13 55
41 39 6
51 55 55
39 32 6
34 41 6
18 28 6
47 18 6
8 33 6
15 39 6
10 48 10
23 51 6
3 20 6
15 50 6
31 40 6
16 9 6
46 52 54
15 48 6
13 33 6
10 23 6
31 52 6
48 9 6
39 2 6
6 21 6
33 4 44
29 12 6
1 22 6
40 26 6
31 20 6
49 55 55
46 31 6
53 27 6
51 27 6
29 37 54
41 19 6
50 45 6
41 37 54
8 1 55
12 22 6
31 15 6
54 13 6
30 24 6
22 20 54
41 15 6
50 22 6
36 56 6
29 26 6
39 41 6
35 30 44
26 3 55
47 39
35 14 20
8 1 20
10 42 20
12 42 20
43 31 20
17 36 20
7 37 46
9 41 46
7 21 46
13 30 46
40 24 20
47 35 20
30 8 20
4 8 20
20 15 20
47 44 20
28 46 20
45 14 20
40 46 46
7 10 20
34 4 20
16 10 16
40 16 20
1 6 20
16 26 20
40 46 46
25 41 20
23 14 20
11 32 46
12 20 20
12 9 20
25 11 20
24 14 20
3 17 20
12 32 20
7 33 20
47 22 20
29 39 46
1 6 20
56 118
11 31 26
15 27 43
34 41 43
40 22 43
23 42 43
43 25 43
7 28 43
29 23 43
18 27 43
17 27 43
2 44 43
47 22 43
35 15 43
23 55 26
26 38 43
45 41 43
24 19 43
36 32 43
22 29 9
5 51 34
24 27 43
39 51 43
44 30 43
13 26 26
26 11 26
45 53 34
43 39 43
5 18 9
43 32 43
22 18 9
8 18 9
51 7 9
26 15 43
32 15 9
51 29 9
12 38 9
23 12 43
41 31 26
42 5 34
33 4 43
30 27 43
32 49 43
28 21 43
30 28 28
23 26 26
28 23 43
15 11 43
28 4 43
1 51 43
10 7 43
41 26 26
39 32 43
9 5 9
2 22 43
49 39 21
31 20 43
7 20 9
2 23 43
30 56 43
42 29 9
25 11 26
56 47 43
38 47 43
46 49 43
15 48 43
28 24 43
1 15 43
12 21 43
24 30 43
28 3 43
48 27 26
11 23 26
27 12 43
26 25 26
33 47 43
28 17 43
49 9 43
55 42 43
31 20 43
25 17 43
27 39 26
6 15 34
11 29 43
21 8 43
40 33 26
40 33 26
51 46 34
23 21 26
1 49 26
27 1 26
25 40 26
9 14 9
36 52 21
13 45 43
21 39 21
1 17 43
9 39 43
13 16 26
38 17 9
54 50 43
5 13 43
25 48 26
17 8 34
46 45 34
14 53 34
39 16 26
13 3 13
4 39 43
22 21 43
6 52 43
35 50 43
54 33 43
23 46 43
50 39 43
4 10 43
4 40 43
32 16 43
45 55 43
53 90
13 2 19
10 43 19
40 33 40
33 49 38
35 30 19
23 44 42
34 16 19
47 31 38
48 42 48
52 27 49
45 30 19
40 52 38
31 51 38
18 8 48
23 24 48
46 52 19
51 37 19
20 32 19
12 14 19
40 45 48
6 20 19
7 52 38
40 18 48
49 36 38
20 23 19
9 17 19
24 29 48
3 2 7
43 12 19
9 33 42
19 30 19
14 11 19
11 45 48
3 36 38
32 25 48
8 38 38
12 28 48
42 41 19
22 33 38
36 52 38
2 11 7
3 42 42
14 28 19
51 5 48
36 6 38
14 32 19
38 35 42
15 45 48
30 35 19
12 3 48
20 52 19
44 20 19
36 47 36
37 23 19
40 53 19
14 27 19
44 19 19
4 51 38
9 37 19
13 30 19
12 23 48
28 45 48
5 12 5
49 27 49
53 6 19
22 44 38
18 19 19
45 3 48
1 32 48
47 31 38
47 5 48
9 51 42
16 41 19
51 46 19
21 51 48
40 9 42
34 28 26
41 5 19
2 7 7
33 50 38
47 42 42
25 45 48
12 15 48
6 39 42
21 28 48
34 37 19
8 39 42
45 49 48
25 9 42
49 37 19
13 32
7 9 1
6 7 6
5 11 11
12 11 12
6 4 6
6 9 6
3 5 1
12 8 12
1 11 1
8 2 12
10 6 6
5 13 5
6 8 11
4 1 1
7 6 6
6 4 6
2 9 12
10 2 12
4 10 6
11 5 5
13 9 1
9 13 1
2 6 12
8 9 1
4 5 5
4 9 2
8 1 1
9 1 1
13 2 2
1 6 6
9 3 3
8 13 1
32 100
1 26 5
28 14 6
32 7 5
3 4 5
19 9 22
29 16 5
27 8 5
6 12 22
32 18 5
29 5 5
12 15 5
32 9 5
8 9 5
30 9 22
32 24 5
12 29 5
22 19 25
24 14 6
21 4 5
12 24 5
4 32 5
24 23 6
19 22 22
3 24 6
17 27 17
32 20 5
12 21 29
24 16 5
19 21 22
5 15 13
18 8 5
7 24 22
11 25 3
27 5 5
15 2 5
1 5 5
26 21 5
7 5 5
4 2 5
7 20 22
26 12 18
30 21 22
6 28 6
16 17 5
1 22 31
29 30 11
30 2 22
26 15 5
7 25 5
30 16 5
2 29 22
17 2 22
31 15 5
30 23 6
9 13 22
28 29 22
4 21 5
20 13 20
9 3 6
27 20 22
23 13 6
12 27 5
17 5 5
13 10 6
6 4 5
29 32 5
11 21 11
30 18 22
13 8 5
6 15 5
18 27 17
30 27 22
19 30 22
19 9 22
26 7 5
6 26 5
26 19 5
2 5 5
2 30 22
10 18 6
31 28 22
9 17 22
5 22 5
31 11 22
32 5 5
10 16 5
5 32 5
15 8 8
27 12 5
4 13 5
11 4 5
17 13 22
8 3 5
17 27 17
11 27 22
13 19 22
2 28 22
14 16 5
10 20 6
3 26 5
59 31
11 28 8
31 6 8
1 26 8
34 33 8
17 40 8
13 41 8
55 1 5
13 55 8
55 11 8
43 10 21
21 6 16
27 33 27
8 57 8
46 26 8
41 49 8
23 58 8
4 35 53
17 53 8
23 41 8
52 41 52
3 42 8
12 45 8
43 16 8
30 9 8
14 42 53
37 38 8
57 33 27
36 34 8
20 1 8
54 55 55
53 33 8
9 36
8 7 1
8 1 1
9 7 1
5 9 1
7 6 6
6 1 1
2 1 1
6 2 1
6 2 1
5 8 1
5 3 5
3 8 1
1 3 1
5 8 1
8 4 1
1 3 1
7 3 5
6 7 6
8 1 1
8 3 1
3 8 1
3 6 5
1 3 1
9 4 1
2 6 1
4 9 1
7 1 1
7 2 1
3 6 5
3 5 5
3 1 1
4 6 5
2 3 1
2 9 9
5 3 5
4 6 5
19 83
19 16 7
10 18 18
17 16 7
14 4 7
9 8 7
13 9 7
19 4 7
16 7 7
4 19 7
16 18 7
15 9 15
9 13 7
13 14 7
18 16 7
1 10 18
16 7 7
16 6 4
7 5 7
9 10 7
18 12 7
15 11 7
2 11 2
17 10 2
4 18 7
1 17 2
8 4 7
16 12 4
15 14 7
15 9 15
6 17 7
2 14 13
6 1 7
10 2 2
18 14 2
3 13 16
10 14 2
6 2 7
13 6 7
18 12 4
17 14 14
2 3 7
2 18 2
6 13 7
12 9 4
6 10 7
14 1 2
18 17 2
7 13 7
9 11 7
11 13 7
15 10 7
16 2 7
8 18 18
11 2 2
9 6 4
5 8 7
15 14 7
13 11 7
13 14 7
16 15 4
9 3 19
4 5 7
18 1 18
16 18 7
19 4 7
11 6 7
16 19 7
17 7 7
19 16 7
11 1 2
19 5 7
13 15 7
8 12 7
13 6 7
12 18 7
1 3 7
4 3 4
9 17 7
9 2 7
11 19 2
19 7 7
1 5 7
12 16 4
31 63
7 17 20
5 26 3
18 5 17
10 12 3
17 15 15
19 26 3
2 1 2
22 30 26
8 16 15
3 6 3
16 3 3
8 10 10
3 31 3
8 29 3
9 13 13
11 4 20
8 28 15
30 4 3
11 4 20
24 5 17
9 28 15
25 27 30
2 31 3
1 11 20
7 21 3
22 3 3
27 5 3
9 18 17
11 10 15
24 12 3
31 3 3
26 27 26
11 23 20
31 4 3
17 22 3
4 7 20
12 25 3
8 5 15
16 4 20
14 22 3
5 12 3
27 17 3
17 25 3
25 28 3
3 17 3
13 26 3
14 28 15
17 29 3
4 5 20
22 9 3
29 25 25
27 2 3
25 14 3
11 28 15
4 15 20
6 19 3
23 31 3
10 24 15
7 14 20
28 31 3
5 22 3
31 8 3
29 1 3
50 80
36 16 36
43 3 11
49 32 32
8 49 49
5 19 5
42 38 36
19 27 11
18 6 11
15 35 11
26 4 26
20 48 11
2 38 11
41 42 36
28 30 11
13 46 11
39 17 17
45 34 34
11 48 11
18 16 18
15 13 32
13 1 11
24 13 11
27 30 32
29 11 36
3 50 32
13 32 32
45 38 11
47 46 21
5 41 34
23 22 36
1 24 26
21 31 11
41 42 36
50 5 11
49 32 32
28 8 11
34 1 11
2 24 26
49 38 49
45 9 11
1 16 11
29 28 36
36 35 36
37 6 11
23 11 11
19 37 11
29 16 36
50 46 11
3 30 32
33 35 28
32 4 11
31 38 13
13 37 37
39 7 11
17 30 32
18 44 11
37 7 11
23 40 11
34 9 11
46 48 11
49 40 49
11 39 11
32 23 11
21 29 36
28 31 11
28 5 11
14 36 36
42 33 36
23 36 36
42 47 36
24 40 11
2 13 11
6 40 11
4 31 11
12 38 11
24 50 11
18 12 11
39 10 11
23 41 34
14 34 11
14 60
5 1 13
5 3 13
14 2 13
6 2 2
6 11 13
2 1 2
8 14 12
7 3 13
5 13 13
13 6 13
4 1 13
14 5 12
3 10 13
13 14 13
1 8 13
8 11 8
14 7 12
5 12 12
2 11 13
1 9 13
7 8 8
7 5 5
12 6 13
2 5 13
14 11 12
12 2 13
9 10 8
11 5 5
14 3 13
3 11 13
3 4 13
13 6 13
14 10 12
3 11 13
9 1 13
9 2 13
12 5 12
8 4 12
11 6 13
8 2 13
1 10 13
7 8 8
6 9 13
12 11 12
14 5 12
8 4 12
7 6 13
3 6 3
4 8 12
6 3 3
10 4 12
2 12 13
4 5 12
2 7 13
4 2 13
2 7 13
4 1 13
9 6 6
2 9 10
10 8 3
7 74
7 2 7
2 7 7
5 1 6
2 4 6
1 6 6
4 1 6
5 6 6
7 1 7
7 6 7
7 6 7
4 7 7
6 7 7
2 3 3
2 4 6
7 3 7
7 6 7
4 5 6
2 4 6
5 1 6
3 5 3
2 6 6
2 6 6
4 5 6
2 1 6
1 6 6
3 1 6
7 1 7
2 3 3
7 1 7
6 7 7
6 4 6
4 2 6
6 3 6
7 4 7
5 4 6
4 3 6
4 3 6
1 5 6
3 5 3
3 2 3
4 3 6
1 6 6
5 7 7
1 2 6
7 1 7
3 5 3
6 1 6
2 4 6
4 5 6
1 3 6
2 6 6
4 3 6
6 1 6
2 4 6
6 2 6
6 3 6
4 1 6
4 7 7
5 4 6
6 7 7
6 2 6
5 6 6
6 4 6
4 6 6
6 4 6
1 6 6
7 5 7
1 4 6
1 4 6
1 7 7
4 3 6
5 2 2
4 2 6
6 5 6
25 76
21 11 13
10 2 5
25 10 13
6 2 23
23 10 23
23 6 23
10 9 12
10 3 13
15 4 13
20 18 13
15 18 18
6 18 18
14 11 11
18 24 18
18 1 18
25 12 13
13 22 13
6 10 12
8 24 13
15 3 13
14 9 13
17 9 13
15 2 2
7 8 13
11 24 13
3 2 13
21 16 13
24 5 18
17 22 13
3 20 3
23 15 23
5 4 13
18 20 13
16 5 16
18 8 13
5 17 13
22 3 13
6 8 5
24 20 13
7 20 13
1 17 13
15 12 23
18 22 18
2 10 23
13 22 13
22 3 13
24 13 13
10 17 13
14 22 13
22 2 18
24 23 23
3 19 13
21 10 13
22 25 13
18 1 18
6 8 13
2 12 23
12 25 13
14 16 13
10 12 6
8 2 13
4 8 13
21 23 13
18 21 13
1 25 13
19 6 12
2 4 13
15 19 23
10 13 13
13 21 13
12 10 12
25 20 13
13 3 12
19 10 12
4 22 2
18 15 18
16 33
4 3 7
15 13 7
12 16 16
13 10 8
9 11 7
5 10 8
2 3 2
5 2 2
13 11 7
11 5 14
9 13 7
7 16 16
3 11 3
2 3 2
14 15 7
4 11 7
2 4 2
8 11 8
8 4 8
4 6 7
10 4 8
1 2 8
14 11 14
2 7 2
15 8 8
10 9 8
6 16 16
6 4 7
12 11 8
13 6 7
9 14 7
14 5 14
8 7 8
32 50
8 31 31
30 25 3
14 4 4
23 27 26
2 19 5
24 26 5
16 8 18
11 3 26
9 25 25
10 16 18
20 9 3
20 13 5
8 25 5
17 21 5
12 23 26
15 19 26
26 19 26
29 24 18
5 6 5
7 17 5
4 10 4
25 10 5
27 26 26
10 23 5
26 31 5
1 25 5
18 16 18
26 4 5
1 18 18
4 10 4
6 2 5
24 11 5
31 27 5
28 19 26
14 29 31
14 12 5
18 11 5
3 6 26
15 17 26
19 9 9
5 3 5
21 12 5
9 3 3
21 29 29
18 15 5
11 18 5
13 22 22
12 19 26
2 30 5
27 14 5
17 21
15 1 9
16 12 9
3 10 3
10 8 9
15 11 9
10 3 3
8 9 9
14 1 3
13 1 9
1 14 3
11 5 5
5 13 9
12 6 5
17 6 9
13 1 9
3 7 9
12 5 5
7 5 9
2 8 9
2 13 9
3 14 3
7 4
7 3 5
4 1 2
6 3 6
6 4 5
14 32
13 8 4
2 14 4
9 8 9
1 9 9
7 14 7
6 3 4
10 11 4
5 3 4
3 11 4
2 9 4
7 1 7
8 3 8
8 13 4
10 8 4
12 9 4
11 5 4
4 14 7
8 11 4
11 14 13
14 8 8
1 7 7
13 8 4
5 3 4
3 6 4
11 12 4
4 11 4
3 6 4
8 9 9
9 5 4
8 11 9
10 4 4
13 8 4
47 88
10 2 21
22 37 12
1 40 21
19 6 12
5 20 31
43 4 12
29 38 29
45 7 12
26 36 21
17 36 17
41 7 12
13 44 25
40 29 21
10 32 29
9 41 12
35 46 12
17 23 4
41 28 12
34 47 12
28 23 12
37 20 12
4 24 12
20 17 12
34 11 12
35 37 4
31 21 12
7 43 12
1 22 12
5 45 31
11 15 29
